pert,gene,label,split
ASCC3,15-proteasome genes,1,train
ASCC3,16-NFkB signaling,0,train
ASCC3,17-myeloid differentiation,0,train
ASCC3,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ASCC3,20-cell cycle,1,train
ASCC3,22-growth and targets of Myc,1,train
ASCC3,23-hnRNP genes,1,train
ASCC3,24-growth and targets of Myc,1,train
ASCC3,3-unfolded protein response,1,train
ASCC3,6-dysregulated lncRNA/antisense transcripts,1,train
ASCC3,7-translation,1,train
ASCC3,8-translation,0,train
ASCC3,9-translation,1,train
ASPH,10-unfolded protein response and mTORC1 signaling,0,train
ASPH,12-oxidative phosphorylation,1,train
ASPH,13-erythroid differentiation,0,train
ASPH,14-erythroid differentiation,1,train
ASPH,15-proteasome genes,1,train
ASPH,20-cell cycle,0,train
ASPH,21-growth signaling,0,train
ASPH,23-hnRNP genes,0,train
ASPH,24-growth and targets of Myc,0,train
ASPH,6-dysregulated lncRNA/antisense transcripts,0,train
ASPH,7-translation,1,train
ASPH,8-translation,1,train
ATAD3A,10-unfolded protein response and mTORC1 signaling,1,train
ATAD3A,11-unfolded protein response and mTORC1 signaling,1,train
ATAD3A,12-oxidative phosphorylation,0,train
ATAD3A,13-erythroid differentiation,0,train
ATAD3A,16-NFkB signaling,0,train
ATAD3A,17-myeloid differentiation,1,train
ATAD3A,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATAD3A,20-cell cycle,0,train
ATAD3A,21-growth signaling,0,train
ATAD3A,23-hnRNP genes,0,train
ATAD3A,24-growth and targets of Myc,1,train
ATAD3A,3-unfolded protein response,0,train
ATAD3A,6-dysregulated lncRNA/antisense transcripts,0,train
ATAD3A,8-translation,0,train
ATAD3A,9-translation,1,train
ATAD5,11-unfolded protein response and mTORC1 signaling,0,train
ATAD5,12-oxidative phosphorylation,0,train
ATAD5,13-erythroid differentiation,1,train
ATAD5,15-proteasome genes,0,train
ATAD5,16-NFkB signaling,0,train
ATAD5,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATAD5,24-growth and targets of Myc,0,train
ATAD5,3-unfolded protein response,0,train
ATAD5,6-dysregulated lncRNA/antisense transcripts,0,train
ATAD5,7-translation,0,train
ATAD5,9-translation,1,train
ATF4,10-unfolded protein response and mTORC1 signaling,1,train
ATF4,11-unfolded protein response and mTORC1 signaling,1,train
ATF4,18-cell cycle,0,train
ATF4,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATF4,20-cell cycle,0,train
ATF4,22-growth and targets of Myc,1,train
ATF4,24-growth and targets of Myc,0,train
ATF4,6-dysregulated lncRNA/antisense transcripts,0,train
ATF4,7-translation,0,train
ATF4,8-translation,0,train
ATF4,9-translation,0,train
ATF5,10-unfolded protein response and mTORC1 signaling,1,train
ATF5,11-unfolded protein response and mTORC1 signaling,1,train
ATF5,13-erythroid differentiation,0,train
ATF5,14-erythroid differentiation,1,train
ATF5,15-proteasome genes,0,train
ATF5,16-NFkB signaling,0,train
ATF5,17-myeloid differentiation,1,train
ATF5,18-cell cycle,1,train
ATF5,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATF5,20-cell cycle,0,train
ATF5,21-growth signaling,1,train
ATF5,22-growth and targets of Myc,1,train
ATF5,23-hnRNP genes,1,train
ATF5,24-growth and targets of Myc,1,train
ATF5,3-unfolded protein response,1,train
ATF5,6-dysregulated lncRNA/antisense transcripts,0,train
ATF5,7-translation,0,train
ATF5,8-translation,1,train
ATF5,9-translation,0,train
ATG4B,11-unfolded protein response and mTORC1 signaling,0,train
ATG4B,14-erythroid differentiation,0,train
ATG4B,15-proteasome genes,0,train
ATG4B,16-NFkB signaling,0,train
ATG4B,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATG4B,20-cell cycle,0,train
ATG4B,21-growth signaling,0,train
ATG4B,6-dysregulated lncRNA/antisense transcripts,0,train
ATG4B,9-translation,0,train
ATL2,10-unfolded protein response and mTORC1 signaling,0,train
ATL2,12-oxidative phosphorylation,1,train
ATL2,14-erythroid differentiation,0,train
ATL2,15-proteasome genes,1,train
ATL2,16-NFkB signaling,0,train
ATL2,17-myeloid differentiation,0,train
ATL2,18-cell cycle,0,train
ATL2,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATL2,20-cell cycle,0,train
ATL2,23-hnRNP genes,1,train
ATL2,24-growth and targets of Myc,1,train
ATL2,6-dysregulated lncRNA/antisense transcripts,0,train
ATL2,8-translation,0,train
ATP11B,10-unfolded protein response and mTORC1 signaling,1,train
ATP11B,11-unfolded protein response and mTORC1 signaling,1,train
ATP11B,12-oxidative phosphorylation,1,train
ATP11B,13-erythroid differentiation,0,train
ATP11B,15-proteasome genes,1,train
ATP11B,17-myeloid differentiation,1,train
ATP11B,18-cell cycle,0,train
ATP11B,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP11B,20-cell cycle,1,train
ATP11B,21-growth signaling,0,train
ATP11B,23-hnRNP genes,1,train
ATP11B,24-growth and targets of Myc,1,train
ATP11B,3-unfolded protein response,0,train
ATP11B,6-dysregulated lncRNA/antisense transcripts,0,train
ATP11B,7-translation,1,train
ATP11B,8-translation,1,train
ATP11B,9-translation,1,train
ATP1A1,10-unfolded protein response and mTORC1 signaling,0,train
ATP1A1,12-oxidative phosphorylation,1,train
ATP1A1,13-erythroid differentiation,1,train
ATP1A1,14-erythroid differentiation,1,train
ATP1A1,15-proteasome genes,0,train
ATP1A1,16-NFkB signaling,0,train
ATP1A1,17-myeloid differentiation,1,train
ATP1A1,18-cell cycle,0,train
ATP1A1,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP1A1,20-cell cycle,0,train
ATP1A1,21-growth signaling,1,train
ATP1A1,22-growth and targets of Myc,1,train
ATP1A1,23-hnRNP genes,1,train
ATP1A1,24-growth and targets of Myc,1,train
ATP1A1,3-unfolded protein response,0,train
ATP1A1,6-dysregulated lncRNA/antisense transcripts,0,train
ATP1A1,8-translation,1,train
ATP5F1A,10-unfolded protein response and mTORC1 signaling,1,train
ATP5F1A,11-unfolded protein response and mTORC1 signaling,0,train
ATP5F1A,12-oxidative phosphorylation,1,train
ATP5F1A,13-erythroid differentiation,1,train
ATP5F1A,14-erythroid differentiation,0,train
ATP5F1A,15-proteasome genes,1,train
ATP5F1A,16-NFkB signaling,0,train
ATP5F1A,18-cell cycle,1,train
ATP5F1A,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP5F1A,20-cell cycle,1,train
ATP5F1A,21-growth signaling,0,train
ATP5F1A,22-growth and targets of Myc,1,train
ATP5F1A,23-hnRNP genes,1,train
ATP5F1A,24-growth and targets of Myc,1,train
ATP5F1A,3-unfolded protein response,0,train
ATP5F1A,6-dysregulated lncRNA/antisense transcripts,0,train
ATP5F1A,7-translation,1,train
ATP5F1A,9-translation,1,train
ATP5F1C,10-unfolded protein response and mTORC1 signaling,1,train
ATP5F1C,11-unfolded protein response and mTORC1 signaling,1,train
ATP5F1C,12-oxidative phosphorylation,1,train
ATP5F1C,13-erythroid differentiation,1,train
ATP5F1C,14-erythroid differentiation,0,train
ATP5F1C,15-proteasome genes,1,train
ATP5F1C,16-NFkB signaling,0,train
ATP5F1C,17-myeloid differentiation,1,train
ATP5F1C,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP5F1C,20-cell cycle,1,train
ATP5F1C,21-growth signaling,0,train
ATP5F1C,22-growth and targets of Myc,1,train
ATP5F1C,23-hnRNP genes,1,train
ATP5F1C,24-growth and targets of Myc,1,train
ATP5F1C,3-unfolded protein response,0,train
ATP5F1C,6-dysregulated lncRNA/antisense transcripts,1,train
ATP5F1C,7-translation,1,train
ATP5F1C,8-translation,1,train
ATP5F1C,9-translation,1,train
ATP5F1D,11-unfolded protein response and mTORC1 signaling,0,train
ATP5F1D,12-oxidative phosphorylation,0,train
ATP5F1D,14-erythroid differentiation,0,train
ATP5F1D,16-NFkB signaling,0,train
ATP5F1D,17-myeloid differentiation,0,train
ATP5F1D,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP5F1D,20-cell cycle,0,train
ATP5F1D,21-growth signaling,0,train
ATP5F1D,22-growth and targets of Myc,1,train
ATP5F1D,23-hnRNP genes,1,train
ATP5F1D,24-growth and targets of Myc,1,train
ATP5F1D,6-dysregulated lncRNA/antisense transcripts,0,train
ATP5F1D,7-translation,1,train
ATP5MD,11-unfolded protein response and mTORC1 signaling,0,train
ATP5MD,12-oxidative phosphorylation,0,train
ATP5MD,14-erythroid differentiation,1,train
ATP5MD,16-NFkB signaling,0,train
ATP5MD,17-myeloid differentiation,0,train
ATP5MD,18-cell cycle,0,train
ATP5MD,21-growth signaling,1,train
ATP5MD,22-growth and targets of Myc,1,train
ATP5MD,23-hnRNP genes,0,train
ATP5MD,24-growth and targets of Myc,0,train
ATP5MD,3-unfolded protein response,0,train
ATP5MD,6-dysregulated lncRNA/antisense transcripts,0,train
ATP5MD,7-translation,1,train
ATP5MD,8-translation,1,train
ATP5MD,9-translation,1,train
ATP5ME,10-unfolded protein response and mTORC1 signaling,1,train
ATP5ME,11-unfolded protein response and mTORC1 signaling,1,train
ATP5ME,12-oxidative phosphorylation,1,train
ATP5ME,13-erythroid differentiation,1,train
ATP5ME,15-proteasome genes,1,train
ATP5ME,16-NFkB signaling,0,train
ATP5ME,17-myeloid differentiation,1,train
ATP5ME,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP5ME,20-cell cycle,1,train
ATP5ME,21-growth signaling,0,train
ATP5ME,22-growth and targets of Myc,1,train
ATP5ME,23-hnRNP genes,1,train
ATP5ME,24-growth and targets of Myc,1,train
ATP5ME,6-dysregulated lncRNA/antisense transcripts,0,train
ATP5ME,7-translation,1,train
ATP5ME,8-translation,1,train
ATP5ME,9-translation,1,train
ATP5MG,10-unfolded protein response and mTORC1 signaling,1,train
ATP5MG,11-unfolded protein response and mTORC1 signaling,1,train
ATP5MG,12-oxidative phosphorylation,1,train
ATP5MG,15-proteasome genes,1,train
ATP5MG,17-myeloid differentiation,1,train
ATP5MG,18-cell cycle,1,train
ATP5MG,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP5MG,22-growth and targets of Myc,1,train
ATP5MG,23-hnRNP genes,1,train
ATP5MG,24-growth and targets of Myc,1,train
ATP5MG,3-unfolded protein response,1,train
ATP5MG,6-dysregulated lncRNA/antisense transcripts,0,train
ATP5MG,7-translation,1,train
ATP5MG,9-translation,1,train
ATP5MPL,10-unfolded protein response and mTORC1 signaling,1,train
ATP5MPL,11-unfolded protein response and mTORC1 signaling,0,train
ATP5MPL,12-oxidative phosphorylation,1,train
ATP5MPL,13-erythroid differentiation,1,train
ATP5MPL,15-proteasome genes,1,train
ATP5MPL,16-NFkB signaling,0,train
ATP5MPL,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP5MPL,20-cell cycle,1,train
ATP5MPL,21-growth signaling,0,train
ATP5MPL,22-growth and targets of Myc,1,train
ATP5MPL,23-hnRNP genes,1,train
ATP5MPL,24-growth and targets of Myc,1,train
ATP5MPL,3-unfolded protein response,0,train
ATP5MPL,6-dysregulated lncRNA/antisense transcripts,0,train
ATP5MPL,7-translation,1,train
ATP5MPL,8-translation,1,train
ATP5MPL,9-translation,1,train
ATP5PB,14-erythroid differentiation,0,train
ATP5PB,15-proteasome genes,1,train
ATP5PB,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP5PB,20-cell cycle,0,train
ATP5PB,21-growth signaling,0,train
ATP5PB,22-growth and targets of Myc,0,train
ATP5PB,23-hnRNP genes,1,train
ATP5PB,6-dysregulated lncRNA/antisense transcripts,0,train
ATP5PB,7-translation,1,train
ATP5PB,9-translation,1,train
ATP5PD,10-unfolded protein response and mTORC1 signaling,1,train
ATP5PD,11-unfolded protein response and mTORC1 signaling,1,train
ATP5PD,12-oxidative phosphorylation,1,train
ATP5PD,13-erythroid differentiation,1,train
ATP5PD,14-erythroid differentiation,0,train
ATP5PD,15-proteasome genes,1,train
ATP5PD,16-NFkB signaling,0,train
ATP5PD,17-myeloid differentiation,1,train
ATP5PD,18-cell cycle,1,train
ATP5PD,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP5PD,20-cell cycle,1,train
ATP5PD,21-growth signaling,0,train
ATP5PD,22-growth and targets of Myc,1,train
ATP5PD,23-hnRNP genes,1,train
ATP5PD,24-growth and targets of Myc,1,train
ATP5PD,3-unfolded protein response,1,train
ATP5PD,7-translation,1,train
ATP5PD,9-translation,1,train
ATP6AP1,10-unfolded protein response and mTORC1 signaling,0,train
ATP6AP1,11-unfolded protein response and mTORC1 signaling,0,train
ATP6AP1,13-erythroid differentiation,1,train
ATP6AP1,14-erythroid differentiation,1,train
ATP6AP1,15-proteasome genes,1,train
ATP6AP1,16-NFkB signaling,1,train
ATP6AP1,17-myeloid differentiation,0,train
ATP6AP1,18-cell cycle,0,train
ATP6AP1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP6AP1,20-cell cycle,0,train
ATP6AP1,21-growth signaling,0,train
ATP6AP1,22-growth and targets of Myc,1,train
ATP6AP1,23-hnRNP genes,1,train
ATP6AP1,24-growth and targets of Myc,1,train
ATP6AP1,6-dysregulated lncRNA/antisense transcripts,0,train
ATP6V1A,10-unfolded protein response and mTORC1 signaling,1,train
ATP6V1A,11-unfolded protein response and mTORC1 signaling,0,train
ATP6V1A,12-oxidative phosphorylation,1,train
ATP6V1A,13-erythroid differentiation,0,train
ATP6V1A,15-proteasome genes,1,train
ATP6V1A,16-NFkB signaling,1,train
ATP6V1A,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP6V1A,21-growth signaling,0,train
ATP6V1A,22-growth and targets of Myc,1,train
ATP6V1A,23-hnRNP genes,1,train
ATP6V1A,24-growth and targets of Myc,1,train
ATP6V1A,3-unfolded protein response,0,train
ATP6V1A,6-dysregulated lncRNA/antisense transcripts,0,train
ATP6V1A,7-translation,1,train
ATP6V1A,8-translation,0,train
ATP6V1B2,10-unfolded protein response and mTORC1 signaling,1,train
ATP6V1B2,11-unfolded protein response and mTORC1 signaling,0,train
ATP6V1B2,14-erythroid differentiation,0,train
ATP6V1B2,15-proteasome genes,1,train
ATP6V1B2,16-NFkB signaling,1,train
ATP6V1B2,18-cell cycle,1,train
ATP6V1B2,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP6V1B2,20-cell cycle,0,train
ATP6V1B2,21-growth signaling,0,train
ATP6V1B2,22-growth and targets of Myc,1,train
ATP6V1B2,23-hnRNP genes,1,train
ATP6V1B2,24-growth and targets of Myc,1,train
ATP6V1B2,3-unfolded protein response,0,train
ATP6V1B2,7-translation,0,train
ATP6V1B2,8-translation,0,train
ATP6V1B2,9-translation,0,train
ATP6V1C1,13-erythroid differentiation,0,train
ATP6V1C1,16-NFkB signaling,1,train
ATP6V1C1,18-cell cycle,0,train
ATP6V1C1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATP6V1C1,21-growth signaling,0,train
ATP6V1C1,22-growth and targets of Myc,1,train
ATP6V1C1,24-growth and targets of Myc,1,train
ATP6V1C1,6-dysregulated lncRNA/antisense transcripts,0,train
ATP6V1C1,7-translation,0,train
ATP6V1C1,8-translation,0,train
ATP6V1C1,9-translation,0,train
ATP6V1H,10-unfolded protein response and mTORC1 signaling,0,train
ATP6V1H,11-unfolded protein response and mTORC1 signaling,1,train
ATP6V1H,13-erythroid differentiation,0,train
ATP6V1H,15-proteasome genes,0,train
ATP6V1H,16-NFkB signaling,1,train
ATP6V1H,18-cell cycle,0,train
ATP6V1H,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATP6V1H,21-growth signaling,0,train
ATP6V1H,22-growth and targets of Myc,1,train
ATP6V1H,23-hnRNP genes,1,train
ATP6V1H,24-growth and targets of Myc,1,train
ATP6V1H,8-translation,0,train
ATP6V1H,9-translation,0,train
ATR,10-unfolded protein response and mTORC1 signaling,1,train
ATR,11-unfolded protein response and mTORC1 signaling,1,train
ATR,12-oxidative phosphorylation,0,train
ATR,13-erythroid differentiation,0,train
ATR,16-NFkB signaling,1,train
ATR,17-myeloid differentiation,0,train
ATR,18-cell cycle,1,train
ATR,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATR,21-growth signaling,1,train
ATR,22-growth and targets of Myc,1,train
ATR,23-hnRNP genes,1,train
ATR,24-growth and targets of Myc,1,train
ATR,6-dysregulated lncRNA/antisense transcripts,0,train
ATR,7-translation,0,train
ATR,8-translation,0,train
ATR,9-translation,0,train
ATRIP,10-unfolded protein response and mTORC1 signaling,1,train
ATRIP,11-unfolded protein response and mTORC1 signaling,1,train
ATRIP,12-oxidative phosphorylation,1,train
ATRIP,13-erythroid differentiation,1,train
ATRIP,15-proteasome genes,1,train
ATRIP,16-NFkB signaling,1,train
ATRIP,17-myeloid differentiation,0,train
ATRIP,18-cell cycle,1,train
ATRIP,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
ATRIP,20-cell cycle,1,train
ATRIP,21-growth signaling,1,train
ATRIP,22-growth and targets of Myc,1,train
ATRIP,23-hnRNP genes,1,train
ATRIP,24-growth and targets of Myc,1,train
ATRIP,3-unfolded protein response,1,train
ATRIP,6-dysregulated lncRNA/antisense transcripts,1,train
ATRIP,7-translation,1,train
ATRIP,9-translation,1,train
ATXN10,10-unfolded protein response and mTORC1 signaling,1,train
ATXN10,11-unfolded protein response and mTORC1 signaling,1,train
ATXN10,12-oxidative phosphorylation,1,train
ATXN10,14-erythroid differentiation,0,train
ATXN10,15-proteasome genes,0,train
ATXN10,16-NFkB signaling,1,train
ATXN10,17-myeloid differentiation,1,train
ATXN10,18-cell cycle,0,train
ATXN10,19-mitochondrial protein translocation and oxidative phopshorylation,0,train
ATXN10,20-cell cycle,0,train
ATXN10,21-growth signaling,1,train
ATXN10,22-growth and targets of Myc,1,train
ATXN10,6-dysregulated lncRNA/antisense transcripts,0,train
ATXN10,7-translation,1,train
ATXN10,8-translation,1,train
ATXN10,9-translation,1,train
AURKAIP1,12-oxidative phosphorylation,0,train
AURKAIP1,14-erythroid differentiation,1,train
AURKAIP1,17-myeloid differentiation,0,train
AURKAIP1,19-mitochondrial protein translocation and oxidative phopshorylation,1,train
AURKAIP1,20-cell cycle,0,train
AURKAIP1,22-growth and targets of Myc,0,train
AURKAIP1,23-hnRNP genes,1,train
AURKAIP1,24-growth and targets of Myc,0,train
AURKAIP1,3-unfolded protein response,0,train
AURKAIP1,6-dysregulated lncRNA/antisense transcripts,0,train
AURKAIP1,7-translation,1,train
BAD,16-NFkB signaling,0,train
BAD,17-myeloid differentiation,0,train
